Centroid,Bandwidth,Flatness,Onset Env,PeakAmplitude
3115.7823549291397,1975.3850191271417,0.17812964,"[0.         0.         0.         6.9627     0.24204145 0.15000804
 0.34325075 0.64327294 0.5604876  1.0653374  2.9655962  3.1628194
 6.0868745  0.4800862  0.06461155 0.24960427 0.7150517  0.5272967
 0.4911328  2.2571123  1.9869632  5.9862003  2.3953989  0.2549164
 0.34021944 0.45571643 0.66744816 0.43132114 1.095124   3.650356
 5.8404074  1.2464912  0.19298168 0.30282116 0.2365601  0.4483116
 0.39033887 2.0624256  6.309402   3.0971832  0.3376797  0.34393996
 0.3539374  0.484114   0.30875927 0.91483486 2.7367287  1.4455292
 1.0189995  0.4238999  0.22892633 0.21049286 0.36729306 0.4041443
 0.3588904  0.18060853 0.24083309 0.26071662 0.21073662 0.28198993
 0.25280675 0.3032977  0.19460097 0.24781212 0.34945804 0.24302684
 0.26098055 0.05850698 0.2489047  0.26028427 0.04030973]",0.8333819
